time,latitude,longitude,height_msl
2025-09-10 18:33:17.500,39.195052363,-77.257336402,157.2656
2025-09-10 18:33:17.600,39.195052366,-77.257336365,157.2595
2025-09-10 18:33:17.700,39.195052374,-77.257336385,157.2646
2025-09-10 18:33:17.800,39.195052340,-77.257336420,157.2704
2025-09-10 18:33:17.900,39.195052336,-77.257336454,157.2765
2025-09-10 18:33:18.000,39.195052345,-77.257336441,157.2770
2025-09-10 18:33:18.100,39.195052340,-77.257336477,157.2821
2025-09-10 18:33:18.200,39.195052334,-77.257336495,157.2877
2025-09-10 18:33:18.300,39.195052327,-77.257336499,157.2883
2025-09-10 18:33:18.500,39.195052331,-77.257336534,157.2973
2025-09-10 18:33:18.600,39.195052338,-77.257336551,157.2969
2025-09-10 18:33:18.700,39.195052350,-77.257336564,157.3017
2025-09-10 18:33:18.800,39.195052340,-77.257336577,157.3008
2025-09-10 18:33:18.900,39.195052353,-77.257336585,157.3068
2025-09-10 18:33:19.000,39.195052339,-77.257336575,157.3066
2025-09-10 18:33:19.100,39.195052362,-77.257336596,157.3047
2025-09-10 18:33:19.200,39.195052345,-77.257336587,157.3119
2025-09-10 18:33:19.300,39.195052345,-77.257336634,157.3086
2025-09-10 18:33:19.400,39.195052364,-77.257336616,157.3104
2025-09-10 18:33:19.500,39.195052354,-77.257336629,157.3154
2025-09-10 18:33:19.600,39.195052345,-77.257336659,157.3158
2025-09-10 18:33:19.700,39.195052359,-77.257336612,157.3158
2025-09-10 18:33:19.800,39.195052358,-77.257336645,157.3177
2025-09-10 18:33:19.900,39.195052337,-77.257336658,157.3211
2025-09-10 18:33:20.000,39.195052345,-77.257336641,157.3255
2025-09-10 18:33:20.200,39.195052311,-77.257336675,157.3341
2025-09-10 18:33:20.300,39.195052305,-77.257336700,157.3427
2025-09-10 18:33:20.400,39.195052303,-77.257336683,157.3376
